index,launch_datetime,rocket,rocket_state,flight_number,launch_site,launch_site_state,lsp,lsp_state,payload,payload_state,payload_perator,payload_orbit,payload_function,payload_decay,payload_outcome,year,table_n,flight_n
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,"⚀ CANYVAL-X 1, 2",South Korea,"Yonsei University, NASA",Low Earth (SSO),Technology demonstration,In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ Carbonite-2,United Kingdom,Surrey Satellite Technology,Low Earth (SSO),Technology demonstration,In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ CICERO 7,United States,GeoOptics,Low Earth (SSO),Earth observation,14 November 2023,Successful,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ CNUSail-1,South Korea,CNU,Low Earth (SSO),Technology demonstration,In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ DemoSat 2,United States,Astranis,Low Earth (SSO),Technology demonstration (radio),In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ Flock-3p' × 4,United States,Planet Labs,Low Earth (SSO),Earth observation,First: 28 March 2023,Successful,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ Fox-1D,United States,AMSAT,Low Earth (SSO),Technology demonstration,In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ INS-1C,India,ISRO,Low Earth (SSO),Technology demonstration,14 November 2023,Successful,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ KAUSAT 5,South Korea,Korea Aerospace University,Low Earth (SSO),Technology demonstration,In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ Landmapper-BC 3 v2,United States,Astro Digital,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ Lemur-2 × 4,United States,Spire Global,Low Earth (SSO),Earth observation,First: 5 April 2023,Successful,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ LEO Vantage 1,Canada,Telesat,Low Earth (SSO),Communications,In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ MicroMAS 2a,United States,MIT SSL,Low Earth (SSO),Technology demonstration,8 April 2023,Successful,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ PicSat,France,Paris Observatory,Low Earth (SSO),Astronomy,3 October 2023,Successful,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ SpaceBEE 1–4,United States,Swarm Technologies,Low Earth (SSO),Communications,SpaceBEE 1: 2 August 2022,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ STEP Cube Lab,South Korea,Chosun University,Low Earth (SSO),Technology demonstration,23 May 2023,Successful,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ Tyvak 61C,United States,Tyvak Nano-Satellite Systems,Low Earth (SSO),Astronomy,8 April 2023,Successful,2018,1,11501
37,2018-01-12 22:11:00,"Delta IV M+(5,2)",United States,D-379,Vandenberg SLC-6,United States,ULA,United States,Topaz-5,United States,US Air Force,LEO (retrograde),Reconnaissance,In orbit,Operational,2018,1,11502
41,2018-01-13 07:20:00,Long March 2D,China,2D-Y49,Jiuquan SLS-2,China,CASC,China,LKW-3,China,CAS,Low Earth,Earth observation,In orbit,Operational,2018,1,11503
44,2018-01-17 21:06:11,Epsilon,Japan,Epsilon-3,Uchinoura,Japan,JAXA,Japan,ASNARO-2,Japan,NEC,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11504
47,2018-01-19 04:12:00,Long March 11,China,Y3,Jiuquan LS-95A,China,CASC,China,Jilin-1 Video-07 (Deqing 1),China,Chang Guang Satellite Technology,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11505
47,2018-01-19 04:12:00,Long March 11,China,Y3,Jiuquan LS-95A,China,CASC,China,Jilin-1 Video-08 (Linye 2),China,Chang Guang Satellite Technology,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11505
47,2018-01-19 04:12:00,Long March 11,China,Y3,Jiuquan LS-95A,China,CASC,China,⚀ Star of Enlai Huai'an Hao,China,Huai'an Youth Comprehensive Development Base,Low Earth (SSO),Technology/Education,In orbit,Operational,2018,1,11505
47,2018-01-19 04:12:00,Long March 11,China,Y3,Jiuquan LS-95A,China,CASC,China,⚀ Xiaoxiang 2,China,SpaceTY Aerospace Co.,Low Earth (SSO),Stabilization technology,In orbit,Operational,2018,1,11505
47,2018-01-19 04:12:00,Long March 11,China,Y3,Jiuquan LS-95A,China,CASC,China,⚀ Quantutong-1 (QTT-1),China,Full-chart Location Network Co. (Quan Tu Tong Co.),Low Earth (SSO),Communications,In orbit,Operational,2018,1,11505
47,2018-01-19 04:12:00,Long March 11,China,Y3,Jiuquan LS-95A,China,CASC,China,⚀ KIPP,Canada,Kepler Communications,Low Earth (SSO),Communications,In orbit,Operational,2018,1,11505
56,2018-01-20 00:48:00,Atlas V 411,United States,AV-076,Cape Canaveral SLC-41,United States,ULA,United States,SBIRS GEO-4 (USA-282),United States,U.S. Air Force,Geosynchronous,Missile warning,In orbit,Operational,2018,1,11506
59,2018-01-21 01:30:00,Electron,United States,"""Still Testing""",Mahia LC-1A,New Zealand,Rocket Lab,United States,Humanity Star,New Zealand,Rocket Lab,Low Earth,Public awareness,22 March 2018,Successful,2018,1,11507
59,2018-01-21 01:30:00,Electron,United States,"""Still Testing""",Mahia LC-1A,New Zealand,Rocket Lab,United States,⚀ Flock-2 (Dove Pioneer),United States,Planet Labs,Low Earth,Earth observation,22 September 2019,Successful,2018,1,11507
59,2018-01-21 01:30:00,Electron,United States,"""Still Testing""",Mahia LC-1A,New Zealand,Rocket Lab,United States,⚀ Lemur-2-72,United States,Spire Global,Low Earth,Earth observation,9 November 2023,Successful,2018,1,11507
59,2018-01-21 01:30:00,Electron,United States,"""Still Testing""",Mahia LC-1A,New Zealand,Rocket Lab,United States,⚀ Lemur-2-73,United States,Spire Global,Low Earth,Earth observation,22 August 2023,Successful,2018,1,11507
66,2018-01-25 05:39:00,Long March 2C,China,2C-Y36,Xichang LC-3,China,CASC,China,Yaogan 30-04A,China,CAS,Low Earth,Reconnaissance,In orbit,Operational,2018,1,11508
66,2018-01-25 05:39:00,Long March 2C,China,2C-Y36,Xichang LC-3,China,CASC,China,Yaogan 30-04B,China,CAS,Low Earth,Reconnaissance,In orbit,Operational,2018,1,11508
66,2018-01-25 05:39:00,Long March 2C,China,2C-Y36,Xichang LC-3,China,CASC,China,Yaogan 30-04C,China,CAS,Low Earth,Reconnaissance,In orbit,Operational,2018,1,11508
66,2018-01-25 05:39:00,Long March 2C,China,2C-Y36,Xichang LC-3,China,CASC,China,⚀ Weina 1A,China,Shanghai Micro Satellite Engineering Center,Low Earth,Technology demonstration,In orbit,Operational,2018,1,11508
72,2018-01-25 22:20:00,Ariane 5 ECA,Europe,VA241,Kourou ELA-3,France,Arianespace,France,SES-14 / GOLD,Luxembourg,SES S.A.,Geosynchronous,Communications,In orbit,Partial launch failure / Operational,2018,1,11509
72,2018-01-25 22:20:00,Ariane 5 ECA,Europe,VA241,Kourou ELA-3,France,Arianespace,France,Al Yah-3,United Arab Emirates,Yahsat,Geosynchronous,Communications,In orbit,Partial launch failure / Operational,2018,1,11509
77,2018-01-31 21:25:00,Falcon 9 Full Thrust,United States,F9-048,Cape Canaveral SLC-40,United States,SpaceX,United States,SES-16 / GovSat-1,Luxembourg,SES S.A.,Geosynchronous,Communications,In orbit,Operational,2018,1,11510
83,2018-02-01 02:07:00,Soyuz-2.1a / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,Kanopus-V No.3,Russia,Roscosmos,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11511
83,2018-02-01 02:07:00,Soyuz-2.1a / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,Kanopus-V No.4,Russia,Roscosmos,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11511
83,2018-02-01 02:07:00,Soyuz-2.1a / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,⚀ S-Net 1–4,Germany,TU Berlin,Low Earth (SSO),Technology demonstration (inter-satellite communications),In orbit,Operational,2018,1,11511
83,2018-02-01 02:07:00,Soyuz-2.1a / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,⚀ Lemur-2 × 4,United States,Spire Global,Low Earth,Earth observation,In orbit,Operational,2018,1,11511
83,2018-02-01 02:07:00,Soyuz-2.1a / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,⚀ D-Star One v.1.1 Phoenix,Germany,German Orbital Systems,Low Earth (SSO),Communications (experimental),,,2018,1,11511
90,2018-02-02 07:50:00,Long March 2D,China,2D-Y13,Jiuquan SLS-2,China,CASC,China,CSES / Zhangheng-1,China,CNSA / ASI,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11512
90,2018-02-02 07:50:00,Long March 2D,China,2D-Y13,Jiuquan SLS-2,China,CASC,China,⚀ Fengmaniu 1,China,CNSA,Low Earth (SSO),Earth observation,16 March 2023,Successful,2018,1,11512
90,2018-02-02 07:50:00,Long March 2D,China,2D-Y13,Jiuquan SLS-2,China,CASC,China,⚀ GOMX 4A,Denmark,"GOMSpace, Danish Ministry of Defence",Low Earth (SSO),Technology demonstration,In orbit,Operational,2018,1,11512
90,2018-02-02 07:50:00,Long March 2D,China,2D-Y13,Jiuquan SLS-2,China,CASC,China,⚀ GOMX 4B,Denmark,"GOMSpace, ESA",Low Earth (SSO),Technology demonstration,In orbit,Operational,2018,1,11512
90,2018-02-02 07:50:00,Long March 2D,China,2D-Y13,Jiuquan SLS-2,China,CASC,China,⚀ ÑuSat 4,Argentina,Satellogic,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11512
90,2018-02-02 07:50:00,Long March 2D,China,2D-Y13,Jiuquan SLS-2,China,CASC,China,⚀ ÑuSat 5,Argentina,Satellogic,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11512
90,2018-02-02 07:50:00,Long March 2D,China,2D-Y13,Jiuquan SLS-2,China,CASC,China,⚀ Shaonian Xing,China,China Association for Science and Technology,Low Earth (SSO),Communications,In orbit,Operational,2018,1,11512
99,2018-02-03 05:03:00,SS-520,Japan,,Uchinoura,Japan,JAXA,Japan,⚀ TRICOM-1R,Japan,University of Tokyo,Low Earth,Technology demonstration,21 August 2018,Successful,2018,1,11513
103,2018-02-06 20:45:00,Falcon Heavy,United States,FH-001,Kennedy LC-39A,United States,SpaceX,United States,Elon Musk's Tesla Roadster,United States,SpaceX,Heliocentric,Flight test,In orbit,Successful,2018,1,11514
107,2018-02-12 05:10:00,Long March 3B / YZ-1,China,3B-Y47,Xichang LC-2,China,CASC,China,BeiDou-3 M3,China,CNSA,Medium Earth,Navigation,In orbit,Operational,2018,1,11515
107,2018-02-12 05:10:00,Long March 3B / YZ-1,China,3B-Y47,Xichang LC-2,China,CASC,China,BeiDou-3 M4,China,CNSA,Medium Earth,Navigation,In orbit,Operational,2018,1,11515
111,2018-02-13 08:13:00,Soyuz-2.1a,Russia,,Baikonur Site 31/6,Kazakhstan,Roscosmos,Russia,Progress MS-08 / 69P,Russia,Roscosmos,Low Earth (ISS),ISS logistics,30 August,Successful,2018,1,11516
111,2018-02-13 08:13:00,Soyuz-2.1a,Russia,,Baikonur Site 31/6,Kazakhstan,Roscosmos,Russia,"Tanyusha-YuZGU 3, 4",Russia,South-West State University,Low Earth (ISS),Technology demonstration,In orbit,Operational,2018,1,11516
116,2018-02-22 14:17:00,Falcon 9 Full Thrust,United States,F9-049,Vandenberg SLC-4E,United States,SpaceX,United States,Paz,Spain,Hisdesat,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11517
116,2018-02-22 14:17:00,Falcon 9 Full Thrust,United States,F9-049,Vandenberg SLC-4E,United States,SpaceX,United States,Tintin A,United States,SpaceX,Low Earth,Technology demonstration,29 August 2020,Successful,2018,1,11517
116,2018-02-22 14:17:00,Falcon 9 Full Thrust,United States,F9-049,Vandenberg SLC-4E,United States,SpaceX,United States,Tintin B,United States,SpaceX,Low Earth,Technology demonstration,8 August 2020,Successful,2018,1,11517
122,2018-02-27 04:34:00,H-IIA 202,Japan,F38,Tanegashima LA-Y1,Japan,MHI,Japan,IGS-Optical 6,Japan,CSICE,Low Earth (SSO),Reconnaissance,In orbit,Operational,2018,1,11518
127,2018-03-01 22:02:00,Atlas V 541,United States,AV-077,Cape Canaveral SLC-41,United States,ULA,United States,GOES-17 (GOES-S),United States,NESDIS,Geosynchronous,Meteorology,In orbit,Operational,2018,1,11519
130,2018-03-06 05:33:00,Falcon 9 Full Thrust,United States,F9-050,Cape Canaveral SLC-40,United States,SpaceX,United States,Hispasat 30W-6,Spain,Hispasat,Geosynchronous,Communications,In orbit,Operational,2018,1,11520
130,2018-03-06 05:33:00,Falcon 9 Full Thrust,United States,F9-050,Cape Canaveral SLC-40,United States,SpaceX,United States,⚀ PODSAT,United States,NovaWurks/DARPA,Geosynchronous transfer orbit,Technology demonstration,In orbit,Operational,2018,1,11520
135,2018-03-09 17:10:06,Soyuz ST-B / Fregat-MT,Russia,VS18,Kourou ELS,France,Arianespace,France,O3b × 4,Luxembourg,SES S.A.,Medium Earth,Communications,In orbit,Operational,2018,1,11521
138,2018-03-17 07:10:00,Long March 2D,China,2D-Y50,Jiuquan SLS-2,China,CASC,China,LKW-4,China,CAS,Low Earth,Earth observation,In orbit,Operational,2018,1,11522
141,2018-03-21 17:44:23,Soyuz-FG,Russia,,Baikonur Site 1/5,Kazakhstan,Roscosmos,Russia,Soyuz MS-08 / 54S,Russia,Roscosmos,Low Earth (ISS),Expedition 55/56,4 October 2018 11:45,Successful,2018,1,11523
145,2018-03-29 11:26:00,GSLV Mk II,India,F08,Satish Dhawan SLP,India,ISRO,India,GSAT-6A,India,ISRO,Geosynchronous,Communications,In orbit,Spacecraft failure,2018,1,11524
148,2018-03-29 17:38:43,Soyuz-2-1v,Russia,,Plesetsk Site 43/4,Russia,Roscosmos,Russia,EMKA (Kosmos 2525),Russia,Ministry of Defence,Low Earth (SSO),Reconnaissance,1 April 2021,Successful,2018,1,11525
151,2018-03-29 17:50:00,Long March 3B / YZ-1,China,3B-Y48,Xichang LC-2,China,CASC,China,BeiDou-3 M9,China,CNSA,Medium Earth,Navigation,In orbit,Operational,2018,1,11526
151,2018-03-29 17:50:00,Long March 3B / YZ-1,China,3B-Y48,Xichang LC-2,China,CASC,China,BeiDou-3 M10,China,CNSA,Medium Earth,Navigation,In orbit,Operational,2018,1,11526
155,2018-03-30 14:14:00,Falcon 9 Full Thrust,United States,F9-051,Vandenberg SLC-4E,United States,SpaceX,United States,Iridium NEXT 41–50,United States,Iridium,Low Earth,Communications,In orbit,Operational,2018,1,11527
159,2018-03-31 03:22:00,Long March 4C,China,4C-Y26,Taiyuan LC-9,China,CASC,China,Gaofen-1 02,China,CNSA,SSO,Earth observation,In orbit,Operational,2018,1,11528
159,2018-03-31 03:22:00,Long March 4C,China,4C-Y26,Taiyuan LC-9,China,CASC,China,Gaofen-1 03,China,CNSA,SSO,Earth observation,In orbit,Operational,2018,1,11528
159,2018-03-31 03:22:00,Long March 4C,China,4C-Y26,Taiyuan LC-9,China,CASC,China,Gaofen-1 04,China,CNSA,SSO,Earth observation,In orbit,Operational,2018,1,11528
166,2018-04-02 20:30:00,Falcon 9 Full Thrust,United States,F9-052,Cape Canaveral SLC-40,United States,SpaceX,United States,SpaceX CRS-14,United States,NASA,Low Earth (ISS),ISS logistics,5 May 2018,Successful,2018,1,11529
166,2018-04-02 20:30:00,Falcon 9 Full Thrust,United States,F9-052,Cape Canaveral SLC-40,United States,SpaceX,United States,RemoveDEBRIS,United Kingdom,University of Surrey,Low Earth,Technology demonstration,4 December 2021,Successful,2018,1,11529
166,2018-04-02 20:30:00,Falcon 9 Full Thrust,United States,F9-052,Cape Canaveral SLC-40,United States,SpaceX,United States,⚀ DebrisSat 1,United Kingdom,University of Surrey,Low Earth,Technology demonstration,2 March 2019,Successful,2018,1,11529
166,2018-04-02 20:30:00,Falcon 9 Full Thrust,United States,F9-052,Cape Canaveral SLC-40,United States,SpaceX,United States,⚀ DebrisSat 2,United Kingdom,University of Surrey,Low Earth,Technology demonstration,30 May 2020,Successful,2018,1,11529
166,2018-04-02 20:30:00,Falcon 9 Full Thrust,United States,F9-052,Cape Canaveral SLC-40,United States,SpaceX,United States,⚀ Ubakusat,Turkey,ITU/JPF/KIT,Low Earth,Technology demonstration,27 December 2020,Successful,2018,1,11529
166,2018-04-02 20:30:00,Falcon 9 Full Thrust,United States,F9-052,Cape Canaveral SLC-40,United States,SpaceX,United States,⚀ 1KUNS-PF,Kenya,UoN,Low Earth,Technology demonstration,11 June 2020,Successful,2018,1,11529
166,2018-04-02 20:30:00,Falcon 9 Full Thrust,United States,F9-052,Cape Canaveral SLC-40,United States,SpaceX,United States,⚀ Proyecto Irazú,Costa Rica,CAAE/ITCR,Low Earth,Technology demonstration,4 March 2020,Successful,2018,1,11529
176,2018-04-05 21:34:00,Ariane 5 ECA,Europe,VA242,Kourou ELA-3,France,Arianespace,France,Superbird-B3 / DSN-1,Japan,JSAT / DSN / JSDF,Geosynchronous,Communications,In orbit,Operational,2018,1,11530
176,2018-04-05 21:34:00,Ariane 5 ECA,Europe,VA242,Kourou ELA-3,France,Arianespace,France,HYLAS-4,United Kingdom,Avanti,Geosynchronous,Communications,In orbit,Operational,2018,1,11530
181,2018-04-10 04:25:00,Long March 4C,China,4C-Y25,Jiuquan SLS-2,China,CASC,China,Yaogan 31 A,China,CAS,Low Earth,Reconnaissance,In orbit,Operational,2018,1,11531
181,2018-04-10 04:25:00,Long March 4C,China,4C-Y25,Jiuquan SLS-2,China,CASC,China,Yaogan 31 B,China,CAS,Low Earth,Reconnaissance,In orbit,Operational,2018,1,11531
181,2018-04-10 04:25:00,Long March 4C,China,4C-Y25,Jiuquan SLS-2,China,CASC,China,Yaogan 31 C,China,CAS,Low Earth,Reconnaissance,In orbit,Operational,2018,1,11531
181,2018-04-10 04:25:00,Long March 4C,China,4C-Y25,Jiuquan SLS-2,China,CASC,China,⚀ Weina 1B,China,Shanghai Micro Satellite Engineering Center,Low Earth,Technology demonstration,In orbit,Operational,2018,1,11531
187,2018-04-11 22:34:00,PSLV-XL,India,C41,Satish Dhawan FLP,India,ISRO,India,IRNSS-1I,India,ISRO,Geosynchronous,Satellite navigation (IRNSS),In orbit,Operational,2018,1,11532
190,2018-04-14 23:13:00,Atlas V 551,United States,AV-079,Cape Canaveral SLC-41,United States,ULA,United States,AFSPC-11 / CBAS (USA-283),United States,U.S. Air Force,Geosynchronous,Communications (military),In orbit,Operational,2018,1,11533
190,2018-04-14 23:13:00,Atlas V 551,United States,AV-079,Cape Canaveral SLC-41,United States,ULA,United States,EAGLE (USA-284 + USA-285/286/287),United States,Air Force Research Laboratory,Geosynchronous,Technology experiments (Space Test Program),In orbit,Operational,2018,1,11533
194,2018-04-18 22:12:00,Proton-M / Briz-M,Russia,,Baikonur,Kazakhstan,RVSN RF,Russia,Blagovest-12L / Kosmos 2526,Russia,VKS,Geosynchronous,Communications (military),In orbit,Operational,2018,1,11534
197,2018-04-18 22:51:00,Falcon 9 Full Thrust,United States,F9-053,Cape Canaveral SLC-40,United States,SpaceX,United States,TESS,United States,NASA,HEO,Space observatory,In orbit,Operational,2018,1,11535
201,2018-04-25 17:57:00,Rokot / Briz-KM,Russia,,Plesetsk Site 133/3,Russia,/ Eurockot,Europe,Sentinel-3B,Europe,ESA,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11536
