id,mechanics
231280,Open Drafting
231327,Communication Limits
231327,Cooperative Game
231327,Hand Management
231327,Move Through Deck
231327,Push Your Luck
231327,Scenario / Mission / Campaign Game
231484,Closed Drafting
231484,Loans
231484,Set Collection
231484,Dice Rolling
231554,Hand Management
231554,Betting and Bluffing
231554,Memory
231554,Trading
231567,Variable Player Powers
231567,Real-Time
231567,Pick-up and Deliver
231567,Simultaneous Action Selection
231567,Cooperative Game
231581,Action Retrieval
231581,Hexagon Grid
231581,Cooperative Game
231581,Solo / Solitaire Game
231581,Network and Route Building
231581,Semi-Cooperative Game
231624,Open Drafting
231624,Push Your Luck
231624,Set Collection
231624,Worker Placement
231664,Hand Management
231664,Take That
231664,Push Your Luck
231665,Set Collection
231665,Push Your Luck
231665,Take That
231665,Hand Management
231666,Cooperative Game
231666,Hand Management
231696,Dice Rolling
231696,Action Points
231696,Set Collection
231696,Hand Management
231696,Open Drafting
231733,Action Retrieval
231733,Worker Placement
231733,"Deck, Bag, and Pool Building"
231733,Hand Management
231733,Solo / Solitaire Game
231733,Open Drafting
231748,Team-Based Game
231748,Deduction
231748,Betting and Bluffing
231748,Traitor Game
231819,Line Drawing
231819,Team-Based Game
231819,Secret Unit Deployment
231824,Hand Management
231824,Take That
231854,Push Your Luck
231854,Set Collection
231854,Solo / Solitaire Game
231854,Dice Rolling
231854,Variable Player Powers
231962,Simultaneous Action Selection
231999,Solo / Solitaire Game
231999,Ordering
231999,Hand Management
231999,Memory
232043,Tile Placement
232043,Open Drafting
232043,Enclosure
232043,Variable Phase Order
232045,Pattern Building
232078,Set Collection
232078,Hand Management
232078,Trick-taking
232079,Modular Board
232079,Action Queue
232079,Team-Based Game
232090,Real-Time
232090,Elapsed Real Time Ending
232090,Line Drawing
232106,Action Points
232106,Cooperative Game
232106,Point to Point Movement
232106,Storytelling
232106,Variable Player Powers
232219,Open Drafting
232219,Tile Placement
232219,End Game Bonuses
232219,Layering
232219,Pattern Recognition
232219,Pattern Building
232303,Auction: Multiple Lot
232303,Auction/Bidding
232303,Constrained Bidding
232303,Hand Management
232353,Player Elimination
232353,Roll / Spin and Move
232353,Secret Unit Deployment
232361,"Deck, Bag, and Pool Building"
232361,Hand Management
232361,Solo / Solitaire Game
232361,Cooperative Game
232403,Hand Management
232403,Push Your Luck
232403,Set Collection
232405,End Game Bonuses
232405,Area Movement
232405,Dice Rolling
232405,Action Points
232405,Card Play Conflict Resolution
232405,Betting and Bluffing
232414,Hand Management
232414,Take That
232414,Hidden Victory Points
232414,Victory Points as a Resource
232414,Open Drafting
232417,Set Collection
232417,Trick-taking
232420,Set Collection
232420,Push Your Luck
232520,Worker Placement
232520,Point to Point Movement
232520,Pick-up and Deliver
232520,Network and Route Building
232524,Line Drawing
232524,Dice Rolling
232524,Paper-and-Pencil
232524,Enclosure
232595,Action Points
232595,Variable Player Powers
232595,Hand Management
232595,Command Cards
232661,Pattern Building
232661,Paper-and-Pencil
232661,Solo / Solitaire Game
232661,Dice Rolling
232666,Semi-Cooperative Game
232666,Dice Rolling
232666,Open Drafting
232666,Push Your Luck
232666,Set Collection
232666,Solo / Solitaire Game
232824,Area Majority / Influence
232824,Open Drafting
232824,Set Collection
232829,"Deck, Bag, and Pool Building"
232829,Push Your Luck
232829,Set Collection
232829,Turn Order: Stat-Based
232830,Targeted Clues
232830,Team-Based Game
232830,Acting
232832,Open Drafting
232832,Contracts
232832,Action Retrieval
232832,"Deck, Bag, and Pool Building"
232832,Hand Management
232832,Increase Value of Unchosen Resources
232918,Modular Board
232918,Hand Management
232918,Action Points
232918,Narrative Choice / Paragraph
232918,Dice Rolling
232918,Area Movement
232974,Area Majority / Influence
232974,Square Grid
232979,Point to Point Movement
232979,Open Drafting
232979,Team-Based Game
232979,Hand Management
232979,Contracts
232979,Area Movement
232980,Storytelling
232980,Cooperative Game
232988,Paper-and-Pencil
232988,Dice Rolling
232988,Hexagon Grid
233006,Action Points
233006,Trading
233006,"Deck, Bag, and Pool Building"
233006,Set Collection
233006,Pick-up and Deliver
233006,Hand Management
233015,Variable Player Powers
233015,Secret Unit Deployment
233015,Open Drafting
233020,Push Your Luck
233020,Pick-up and Deliver
233020,Action Queue
233020,Action Points
233020,Set Collection
233020,Area Movement
233070,Open Drafting
233070,Solo / Solitaire Game
233078,Grid Movement
233078,Follow
233078,Dice Rolling
233078,Area-Impulse
233078,Action Drafting
233078,Hexagon Grid
233149,Push Your Luck
233149,Open Drafting
233149,Die Icon Resolution
233149,Dice Rolling
233208,Cooperative Game
233208,Dice Rolling
233208,Re-rolling and Locking
233208,Simultaneous Action Selection
233208,Solo / Solitaire Game
233247,Increase Value of Unchosen Resources
233247,Modular Board
233247,Variable Player Powers
233247,Area Majority / Influence
233247,Race
233262,"Deck, Bag, and Pool Building"
233262,Dice Rolling
233262,Hand Management
233262,Kill Steal
233262,Open Drafting
233262,Re-rolling and Locking
233312,Square Grid
233312,Roll / Spin and Move
233312,Dice Rolling
233312,Role Playing
233312,Storytelling
233312,Cooperative Game
233371,Point to Point Movement
233371,Player Elimination
233371,Modular Board
233371,"Deck, Bag, and Pool Building"
233371,Open Drafting
233371,Delayed Purchase
233398,Tech Trees / Tech Tracks
233398,Area Majority / Influence
233398,Set Collection
233398,Point to Point Movement
233398,Open Drafting
233502,Square Grid
233502,Modular Board
233502,Grid Movement
233571,Dice Rolling
233571,Variable Player Powers
233676,"Deck, Bag, and Pool Building"
233678,Pattern Building
233678,Grid Coverage
233678,Tile Placement
233678,Rondel
233848,Variable Player Powers
233848,Secret Unit Deployment
233848,Point to Point Movement
233848,Team-Based Game
233867,Solo / Solitaire Game
233867,Pattern Building
233867,Paper-and-Pencil
233867,Contracts
233867,Bingo
233867,Simultaneous Action Selection
233868,Grid Movement
233868,Dice Rolling
233868,Worker Placement
233868,Tile Placement
233868,Variable Player Powers
233868,Area Majority / Influence
233896,Campaign / Battle Card Driven
233896,Cooperative Game
233896,Action Points
233955,Auction/Bidding
233955,Worker Placement
233955,Set Collection
233956,Hand Management
233956,Open Drafting
233956,Stock Holding
233961,Area Majority / Influence
233961,Trick-taking
233961,Auction/Bidding
233961,Auction: Once Around
233973,Dice Rolling
233973,Open Drafting
233974,Open Drafting
233974,"I Cut, You Choose"
233974,Set Collection
234105,Modular Board
234105,Dice Rolling
234120,Push Your Luck
234120,Set Collection
234190,Set Collection
234190,Take That
234190,Hand Management
234248,Trick-taking
234248,Predictive Bid
234260,Simultaneous Action Selection
234277,Worker Placement
234292,Player Elimination
234337,Auction/Bidding
234337,Constrained Bidding
234337,Auction: Sealed Bid
234337,Follow
234337,Auction: Dutch
234337,Kill Steal
234396,Cooperative Game
234396,Voting
234396,Communication Limits
234396,Targeted Clues
234396,Team-Based Game
234429,Track Movement
234429,Set Collection
234432,Set Collection
234432,Hand Management
234439,Cooperative Game
234439,Modular Board
234439,Tile Placement
234450,Set Collection
234450,Open Drafting
234450,Hand Management
234450,"Deck, Bag, and Pool Building"
234452,Betting and Bluffing
234452,Hand Management
234452,Paper-and-Pencil
234468,Open Drafting
234468,Set Collection
234469,Set Collection
234469,Open Drafting
234469,Hand Management
234469,Layering
234477,Hand Management
234477,Secret Unit Deployment
234477,Variable Player Powers
234477,Area Majority / Influence
234477,Order Counters
234487,Modular Board
234487,"Deck, Bag, and Pool Building"
234487,Open Drafting
234487,Tile Placement
234487,Contracts
234487,Action Points
234511,Set Collection
234511,Memory
234521,Modular Board
234521,Variable Player Powers
234521,Scenario / Mission / Campaign Game
234521,Dice Rolling
234521,Action Points
234578,Area Movement
234578,Simultaneous Action Selection
234621,Scenario / Mission / Campaign Game
234621,Contracts
234621,Set Collection
234621,Melding and Splaying
234621,Open Drafting
234669,Role Playing
234669,Cooperative Game
234669,Storytelling
234669,Narrative Choice / Paragraph
234669,Solo / Solitaire Game
234671,Hand Management
234671,Cooperative Game
234671,Solo / Solitaire Game
234671,Set Collection
234671,Area Movement
234671,Action Points
234711,Tile Placement
234711,Set Collection
234711,Open Drafting
234711,Simultaneous Action Selection
234834,Grid Movement
234834,Tile Placement
234846,Push Your Luck
234877,Action Queue
234877,Cooperative Game
234877,Elapsed Real Time Ending
234877,Set Collection
234931,Hand Management
234931,Dice Rolling
234931,Variable Player Powers
234948,Area Majority / Influence
234948,Modular Board
234948,Tile Placement
234948,Worker Placement
234948,Set Collection
235014,Real-Time
235014,Hand Management
235014,"Deck, Bag, and Pool Building"
235014,Tile Placement
235017,Worker Placement
235113,Roll / Spin and Move
235113,Team-Based Game
235252,Take That
235344,Area Majority / Influence
235344,Auction/Bidding
235344,Betting and Bluffing
235344,Network and Route Building
235344,Grid Movement
235344,Loans
235361,Simultaneous Action Selection
235361,"Deck, Bag, and Pool Building"
235365,Set Collection
235375,Set Collection
235375,Open Drafting
235451,Team-Based Game
235451,Move Through Deck
235451,Hand Management
235451,Role Playing
235451,Player Elimination
235451,Take That
235465,Simultaneous Action Selection
235465,Pattern Building
235465,Tile Placement
235488,Dice Rolling
235488,Action Points
235488,Set Collection
235512,Hand Management
235512,Set Collection
235544,Hidden Movement
235544,Grid Movement
235544,Dice Rolling
235544,Square Grid
235544,Point to Point Movement
235544,Secret Unit Deployment
235555,Cooperative Game
235555,Auction: Once Around
235555,Modular Board
235555,Area Majority / Influence
235555,Solo / Solitaire Game
235555,Open Drafting
235591,Area Majority / Influence
235591,Dice Rolling
235627,Modular Board
235627,Set Collection
235627,Hand Management
235627,Area Majority / Influence
235655,Physical Removal
235655,Set Collection
235802,Die Icon Resolution
235802,Role Playing
235802,Dice Rolling
235802,Cooperative Game
235802,Minimap Resolution
235802,"Deck, Bag, and Pool Building"
235817,Open Drafting
235817,Set Collection
235867,Roll / Spin and Move
235867,Cooperative Game
235867,Dice Rolling
235902,"Deck, Bag, and Pool Building"
235902,Open Drafting
235922,Set Collection
235922,Contracts
235922,Dice Rolling
235922,Push Your Luck
235922,Re-rolling and Locking
235927,Unknown
235944,Unknown
235982,Player Elimination
235982,Variable Player Powers
235982,Cooperative Game
235982,Interrupts
236191,Open Drafting
236191,Loans
236191,Take That
236191,Hand Management
236191,Action Queue
236217,Traitor Game
236217,Role Playing
236217,Team-Based Game
236217,Hidden Roles
236239,Simulation
236239,Hexagon Grid
236239,Dice Rolling
236245,Memory
236245,Hand Management
236248,Push Your Luck
236248,Tile Placement
236248,Solo / Solitaire Game
236272,Pick-up and Deliver
236272,Dice Rolling
236305,Rock-Paper-Scissors
236305,Hand Management
236305,Simultaneous Action Selection
236305,Variable Player Powers
236360,Take That
236360,Single Loser Game
236360,Hand Management
236457,Tags
236457,Increase Value of Unchosen Resources
236457,Contracts
236457,Open Drafting
236457,Solo / Solitaire Game
236457,Variable Player Powers
236461,Hand Management
236475,Role Playing
236475,Team-Based Game
236475,Variable Player Powers
236475,Player Elimination
236475,Voting
236484,Pattern Recognition
236639,Tile Placement
236639,Push Your Luck
236639,Hand Management
236639,Take That
236709,Push Your Luck
236709,Delayed Purchase
236709,"Deck, Bag, and Pool Building"
236709,Open Drafting
237114,"Deck, Bag, and Pool Building"
237114,Cooperative Game
237145,Hand Management
237145,Dice Rolling
237145,Area Majority / Influence
237179,Worker Placement
237179,Tile Placement
237179,Action Points
237179,Set Collection
237182,Action Queue
237182,Hand Management
237182,Action Retrieval
237182,Area Movement
237182,Dice Rolling
237182,Area Majority / Influence
237211,Take That
237211,Open Drafting
237211,Hand Management
237211,Dice Rolling
237211,Variable Player Powers
237211,Set Collection
237251,Area Majority / Influence
237251,Open Drafting
237251,Action Points
237251,Grid Movement
237706,Push Your Luck
237706,Cooperative Game
237706,Variable Player Powers
237706,"Deck, Bag, and Pool Building"
237728,Push Your Luck
237728,Player Elimination
237728,Trading
237728,Cooperative Game
237792,Pattern Building
237792,Hand Management
237792,Set Collection
237860,Solo / Solitaire Game
237860,Hand Management
237860,Dice Rolling
237860,Campaign / Battle Card Driven
237860,Variable Player Powers
238094,Real-Time
238094,Paper-and-Pencil
238094,Cooperative Game
238094,Command Cards
238094,Storytelling
238164,Trading
238164,Hand Management
238164,Cooperative Game
238164,Variable Player Powers
238221,Simultaneous Action Selection
238221,Hand Management
238360,Set Collection
238360,Hand Management
238393,Team-Based Game
238393,Variable Player Powers
238393,Hand Management
238393,Hexagon Grid
238393,Player Elimination
238393,Tile Placement
238407,Dice Rolling
238407,Variable Player Powers
238407,Push Your Luck
238407,Take That
238546,Legacy Game
238546,Dice Rolling
238546,Worker Placement with Dice Workers
238546,Worker Placement
238546,Scenario / Mission / Campaign Game
238638,Area Movement
238638,Pattern Building
238638,Set Collection
238656,Variable Player Powers
238656,Action Points
238656,Chit-Pull System
238656,Area Majority / Influence
238656,Cooperative Game
238700,Set Collection
238700,Memory
238700,Push Your Luck
238799,Income
238799,Track Movement
238799,Modular Board
238799,Solo / Solitaire Game
238799,Variable Player Powers
238799,Grid Movement
238916,Cooperative Game
238916,Role Playing
238916,Modular Board
238916,Dice Rolling
238916,Variable Player Powers
238916,Solo / Solitaire Game
238992,Dice Rolling
238992,Storytelling
238992,Solo / Solitaire Game
238992,"Deck, Bag, and Pool Building"
238992,Cooperative Game
238992,Set Collection
239188,Scenario / Mission / Campaign Game
239188,Cooperative Game
239188,Solo / Solitaire Game
239188,Storytelling
239464,Hand Management
239464,Cooperative Game
239464,Simultaneous Action Selection
239464,Move Through Deck
239464,Memory
239464,"Deck, Bag, and Pool Building"
239472,Events
239472,Variable Player Powers
239472,Dice Rolling
239472,Storytelling
239472,Narrative Choice / Paragraph
239472,Set Collection
239826,Auction/Bidding
239826,Dice Rolling
239840,Tile Placement
239840,Set Collection
239840,Open Drafting
239942,"Deck, Bag, and Pool Building"
239942,Action Queue
239942,Area Majority / Influence
239942,Area Movement
239942,Campaign / Battle Card Driven
239942,Hand Management
240094,Team-Based Game
240094,Real-Time
240196,Grid Movement
240196,Player Elimination
240196,Modular Board
240196,Legacy Game
240196,Cooperative Game
240196,Dice Rolling
240225,Bingo
240225,Race
240225,Paper-and-Pencil
240225,Dice Rolling
240271,Cooperative Game
240271,Action Points
240271,Grid Movement
240271,Dice Rolling
240271,Die Icon Resolution
240271,Measurement Movement
240357,Hand Management
240357,Set Collection
240357,Variable Phase Order
240357,Worker Placement
240357,"Worker Placement, Different Worker Types"
240463,Multi-Use Cards
240463,Memory
240463,Hand Management
240463,Cooperative Game
240463,"Deck, Bag, and Pool Building"
240463,Deck Construction
240465,Hand Management
240465,Closed Drafting
240465,"Deck, Bag, and Pool Building"
240465,Layering
240465,Race
240465,Set Collection
240567,Pick-up and Deliver
240567,Action Points
240567,Open Drafting
240567,Bias
240567,End Game Bonuses
240567,Contracts
240822,Set Collection
240827,Set Collection
240827,Open Drafting
240827,Push Your Luck
240835,Hexagon Grid
240835,Pattern Building
240843,Solo / Solitaire Game
240843,Hand Management
240843,"Deck, Bag, and Pool Building"
240855,Auction: Multiple Lot
240855,Area Majority / Influence
240855,Worker Placement
240855,Secret Unit Deployment
240855,Set Collection
240980,Deduction
240980,Betting and Bluffing
240980,Negotiation
240980,Hidden Roles
240980,Prisoner's Dilemma
240980,Rock-Paper-Scissors
241025,Simultaneous Action Selection
241025,Paper-and-Pencil
241025,Dice Rolling
241066,Area Majority / Influence
241066,Open Drafting
241066,Tile Placement
241066,Turn Order: Auction
241066,Auction/Bidding
241067,Set Collection
241067,Tile Placement
241106,Memory
241106,Take That
241106,Hand Management
241106,Action Queue
241164,Grid Movement
241245,Hand Management
241245,Player Elimination
241266,Contracts
241266,Tile Placement
241266,Worker Placement
241334,Area Majority / Influence
241334,Action Points
241334,Hand Management
241334,"Deck, Bag, and Pool Building"
241451,Solo / Solitaire Game
241451,Open Drafting
241451,Legacy Game
241451,"Deck, Bag, and Pool Building"
241451,Cooperative Game
241451,Hand Management
241477,Modular Board
241477,Dice Rolling
241477,Tile Placement
241477,Map Addition
241491,Single Loser Game
241491,Memory
241590,Push Your Luck
241724,Solo / Solitaire Game
241724,Open Drafting
241724,Set Collection
241831,Worker Placement
241831,Solo / Solitaire Game
241831,Scenario / Mission / Campaign Game
241987,Tug of War
241987,Hand Management
241987,Campaign / Battle Card Driven
241987,Area Majority / Influence
241987,Solo / Solitaire Game
241987,Command Cards
242289,Trading
242289,Set Collection
242302,Dice Rolling
242302,Random Production
242302,Open Drafting
242324,Push Your Luck
242324,Memory
242325,Unknown
242343,Take That
242343,Cooperative Game
242343,Variable Player Powers
242343,Hand Management
242520,Variable Player Powers
242520,Solo / Solitaire Game
242520,Area Majority / Influence
242520,Area Movement
242520,Simulation
242520,Dice Rolling
242529,Communication Limits
242529,Targeted Clues
242529,Team-Based Game
242574,Modular Board
242574,Pick-up and Deliver
242574,Contracts
242574,Set Collection
242574,Grid Movement
242574,Point to Point Movement
242639,Measurement Movement
242639,Secret Unit Deployment
242639,Line Drawing
242639,Hand Management
242639,Deduction
242639,Storytelling
242653,Area Majority / Influence
242653,"Deck, Bag, and Pool Building"
242653,Hand Management
242653,Variable Player Powers
242653,Area Movement
242667,Cooperative Game
242667,"Deck, Bag, and Pool Building"
242667,Hand Management
242667,Solo / Solitaire Game
242684,Worker Placement
242684,Set Collection
242684,Open Drafting
242684,Follow
242684,Dice Rolling
242705,Command Cards
242705,Cooperative Game
242705,Tech Trees / Tech Tracks
242705,Scenario / Mission / Campaign Game
242705,Map Addition
242722,Dice Rolling
242722,Hand Management
242722,Point to Point Movement
242722,Simulation
242722,Variable Player Powers
242722,Campaign / Battle Card Driven
242740,Grid Movement
242740,Set Collection
242740,Variable Player Powers
242740,Cooperative Game
242742,Modular Board
242742,Grid Movement
242742,Hand Management
242742,Take That
242742,Lose a Turn
242804,Action Points
242804,Worker Placement
242804,Set Collection
242804,Tile Placement
243358,Solo / Solitaire Game
243358,Action Queue
243358,Rondel
243358,Contracts
243358,Set Collection
243430,Single Loser Game
243430,Trick-taking
243430,Ladder Climbing
243430,Hand Management
243435,Cooperative Game
243538,"Deck, Bag, and Pool Building"
243538,Cooperative Game
243538,Solo / Solitaire Game
243704,Mancala
243704,Open Drafting
243704,Set Collection
243704,Point to Point Movement
243759,Solo / Solitaire Game
243759,Modular Board
243759,Area Movement
243759,Cooperative Game
243759,Dice Rolling
243759,Variable Player Powers
243797,Variable Player Powers
243797,Simultaneous Action Selection
243797,Area Majority / Influence
243993,Set Collection
243993,Area Movement
243994,Tile Placement
243994,Pattern Building
243994,"I Cut, You Choose"
243994,Set Collection
244049,Square Grid
244049,Tile Placement
244049,Variable Player Powers
244099,Push Your Luck
244099,Closed Drafting
244099,Solo / Solitaire Game
244099,Dice Rolling
244099,Set Collection
244099,Open Drafting
244114,Hidden Victory Points
244114,Hexagon Grid
244114,Highest-Lowest Scoring
244114,Hand Management
244114,Area Majority / Influence
244114,Open Drafting
244115,Hand Management
244115,Open Drafting
244115,"Deck, Bag, and Pool Building"
244115,Take That
244115,Delayed Purchase
244191,Sudden Death Ending
244191,Network and Route Building
244191,Hand Management
244191,Grid Movement
244191,Dice Rolling
244191,Modular Board
244228,Layering
244228,Hand Management
244228,Pattern Building
244271,Dice Rolling
244271,Take That
244271,Team-Based Game
244271,Variable Player Powers
244320,Tile Placement
244320,Cooperative Game
244330,Enclosure
244330,Solo / Solitaire Game
244330,Tile Placement
244331,End Game Bonuses
244331,Hexagon Grid
244331,Area Majority / Influence
244331,Connections
244331,Chaining
244331,Network and Route Building
244505,Score-and-Reset Game
244505,Betting and Bluffing
244505,Trick-taking
244513,Flicking
244513,Take That
244513,Area Movement
244521,Delayed Purchase
244521,Catch the Leader
244521,Dice Rolling
244521,Market
244521,"Deck, Bag, and Pool Building"
244521,Events
244522,Dice Rolling
244522,Solo / Solitaire Game
244522,Re-rolling and Locking
244522,Highest-Lowest Scoring
244522,Paper-and-Pencil
244528,Cooperative Game
244536,Cooperative Game
244536,Modular Board
244536,Pick-up and Deliver
244536,Push Your Luck
244536,Dice Rolling
244536,Area Majority / Influence
244608,Cooperative Game
244608,Physical Removal
244608,Stacking and Balancing
244654,Hand Management
244654,Kill Steal
244654,Interrupts
244654,Variable Player Powers
244654,Secret Unit Deployment
244654,Area Movement
244691,Hand Management
244691,Take That
244702,Pattern Recognition
244711,Action Retrieval
244711,Income
244711,Hand Management
244711,End Game Bonuses
244711,"Deck, Bag, and Pool Building"
244711,Closed Drafting
244769,Role Playing
244769,Push Your Luck
244769,Modular Board
244769,Dice Rolling
244769,Cooperative Game
244769,Grid Movement
244794,Race
244794,Action Retrieval
244794,"Deck, Bag, and Pool Building"
244794,End Game Bonuses
244794,Market
244794,Auction/Bidding
244795,Set Collection
244795,Push Your Luck
244817,Tile Placement
244820,Push Your Luck
244820,Pattern Building
244820,Modular Board
244820,Dice Rolling
244820,Auction/Bidding
244820,"Deck, Bag, and Pool Building"
244916,Unknown
244918,Cooperative Game
244992,Cooperative Game
244992,Communication Limits
244994,Dice Rolling
244995,Pattern Recognition
245045,Cooperative Game
245045,Memory
245045,Variable Player Powers
245085,Dice Rolling
245085,Push Your Luck
245136,Dice Rolling
245136,Player Elimination
245197,Open Drafting
245197,Dice Rolling
245197,Team-Based Game
245197,Hand Management
245214,Team-Based Game
245214,Tile Placement
245222,Grid Movement
245271,Hand Management
245271,Grid Coverage
245271,Map Reduction
245271,Action Points
245271,Cooperative Game
245271,Grid Movement
245357,Set Collection
245357,Take That
245357,Area Movement
245357,Hand Management
245357,Action Points
245357,Area Majority / Influence
245376,Dice Rolling
245376,Push Your Luck
245376,Re-rolling and Locking
245422,Variable Player Powers
245422,Traitor Game
245422,Voting
245422,Hidden Roles
245431,Team-Based Game
245431,Grid Movement
245431,Hexagon Grid
245431,Hand Management
245431,Modular Board
245431,Programmed Movement
245444,Worker Placement
245444,Cooperative Game
245444,Storytelling
245444,Set Collection
245446,Pattern Recognition
245476,Hand Management
245476,Set Collection
245487,Melding and Splaying
245487,Solo / Solitaire Game
245487,Pattern Building
245487,Layering
245487,Tile Placement
245638,Open Drafting
245638,Auction/Bidding
245638,End Game Bonuses
245638,Action Drafting
245638,Dice Rolling
245638,Income
245643,Modular Board
245643,Race
245643,Hand Management
245643,Dice Rolling
245643,Roll / Spin and Move
245643,Set Collection
245645,Area Majority / Influence
245645,Income
245645,Network and Route Building
245654,Network and Route Building
245654,Paper-and-Pencil
245654,Line Drawing
245654,Bingo
245654,Connections
245654,Dice Rolling
245655,Bribery
245655,End Game Bonuses
245655,Legacy Game
245655,Voting
245655,Bias
245655,Storytelling
245658,Worker Placement
245658,Race
245658,Loans
245658,Betting and Bluffing
245659,Variable Player Powers
245659,Area Majority / Influence
245659,Take That
245659,"Deck, Bag, and Pool Building"
245659,Hand Management
245659,Auction/Bidding
245704,Set Collection
245710,Set Collection
245710,Push Your Luck
245876,Simultaneous Action Selection
245876,Betting and Bluffing
245876,Variable Player Powers
245928,Delayed Purchase
245928,Action Points
245928,Dice Rolling
245928,End Game Bonuses
245928,Cooperative Game
245928,Area Majority / Influence
245931,Set Collection
245931,Worker Placement
245934,Contracts
245934,End Game Bonuses
245934,Open Drafting
245934,Area Movement
245934,Tile Placement
245934,Turn Order: Progressive
245961,Dice Rolling
245961,Paper-and-Pencil
245961,Solo / Solitaire Game
245994,Hand Management
245994,Multi-Use Cards
245994,"Deck, Bag, and Pool Building"
246150,Pattern Building
246150,Solo / Solitaire Game
246150,Action Points
246192,Contracts
246192,Action Queue
246192,Open Drafting
246200,Set Collection
246200,Open Drafting
246200,Hand Management
246228,Dice Rolling
246228,Player Elimination
246263,Hand Management
246263,Cooperative Game
246297,Real-Time
246297,Race
246297,Modular Board
246297,Deduction
246297,Cooperative Game
246297,Point to Point Movement
246508,Take That
246508,Trading
246508,Variable Player Powers
246508,Hand Management
246530,Set Collection
246530,Hand Management
246567,Variable Player Powers
246567,Team-Based Game
246567,Simultaneous Action Selection
246567,Set Collection
246567,Open Drafting
246639,Square Grid
246639,Turn Order: Time Track
246639,Victory Points as a Resource
246639,Grid Coverage
246639,Open Drafting
246639,Tile Placement
246663,Tile Placement
246663,Closed Drafting
246663,Connections
246663,Solo / Solitaire Game
246663,Take That
246684,Action Queue
246684,Network and Route Building
246684,Solo / Solitaire Game
246684,Area Majority / Influence
246684,Layering
246684,Simultaneous Action Selection
246696,Pattern Recognition
246696,Dice Rolling
246701,Hand Management
246759,Take That
246759,Simultaneous Action Selection
246759,Set Collection
246759,Hand Management
246759,Team-Based Game
246761,Communication Limits
246761,Cooperative Game
246761,Open Drafting
246784,Pattern Recognition
246784,Deduction
246784,Hexagon Grid
246784,Modular Board
246812,Modular Board
246812,Enclosure
246812,Tile Placement
246816,Hand Management
246816,Open Drafting
246816,Tile Placement
246816,Simultaneous Action Selection
246855,Auction/Bidding
246855,Take That
246855,Player Elimination
246855,Hand Management
246855,Variable Player Powers
246900,Alliances
246900,Grid Movement
246900,Dice Rolling
246900,Hexagon Grid
246900,Area Majority / Influence
246900,Area-Impulse
247104,Dice Rolling
247104,Die Icon Resolution
247104,Variable Player Powers
247104,Grid Movement
247106,Player Elimination
247106,Variable Player Powers
247106,Grid Movement
247106,Dice Rolling
247106,Cooperative Game
247136,Solo / Solitaire Game
247136,Area Majority / Influence
247143,Set Collection
247160,Memory
247160,Pattern Recognition
247182,Hand Management
247182,Area Majority / Influence
247182,Campaign / Battle Card Driven
247182,Simulation
247188,Random Production
247188,Set Collection
247188,Dice Rolling
247236,Dice Rolling
247236,Income
247236,Open Drafting
247236,Set Collection
247236,Hand Management
247236,"I Cut, You Choose"
247314,Communication Limits
247314,Cooperative Game
247324,Worker Placement
247324,Hand Management
247324,Dice Rolling
247342,Take That
247342,Simultaneous Action Selection
247342,Rock-Paper-Scissors
247342,Hand Management
247360,Variable Player Powers
247360,Point to Point Movement
247360,Pick-up and Deliver
247367,Card Play Conflict Resolution
247367,Hand Management
247417,Dice Rolling
247417,Cooperative Game
247417,Area Movement
247417,Modular Board
247417,Storytelling
247417,Variable Player Powers
247567,Dice Rolling
247567,Re-rolling and Locking
247567,Simultaneous Action Selection
247567,Push Your Luck
247567,Cooperative Game
247585,Cooperative Game
247585,Dice Rolling
247585,Open Drafting
247585,Pick-up and Deliver
247585,Role Playing
247585,Storytelling
247694,Team-Based Game
247694,Cooperative Game
247704,Area Majority / Influence
247704,Hand Management
247763,Income
247763,Hand Management
247763,End Game Bonuses
247763,Solo / Solitaire Game
247763,Network and Route Building
247763,Turn Order: Claim Action
247778,Hand Management
247935,Modular Board
247935,Tile Placement
247935,Crayon Rail System
247935,Pick-up and Deliver
247935,Network and Route Building
247963,Auction/Bidding
247963,Set Collection
247980,Dice Rolling
247980,Modular Board
247980,Enclosure
248002,Unknown
248005,Pick-up and Deliver
248005,Open Drafting
248005,Set Collection
248065,Dice Rolling
248065,Scenario / Mission / Campaign Game
248065,Variable Player Powers
248065,Cooperative Game
248065,Action Points
248065,Modular Board
248072,Solo / Solitaire Game
248072,Variable Player Powers
248072,Action Points
248072,Cooperative Game
248072,Dice Rolling
248072,Set Collection
248117,Tile Placement
248117,Auction/Bidding
248125,Set Collection
248125,Modular Board
248125,Hand Management
248125,"Deck, Bag, and Pool Building"
248125,Area Movement
248125,Action Queue
248154,Dice Rolling
248154,Simultaneous Action Selection
248158,Re-rolling and Locking
248158,Open Drafting
248158,Dice Rolling
248158,Cooperative Game
248182,Enclosure
248182,Tile Placement
248375,Line of Sight
248375,"Deck, Bag, and Pool Building"
248375,Player Elimination
248375,Movement Template
248375,Dice Rolling
248375,Action Queue
248490,Push Your Luck
248490,Dice Rolling
248490,Solo / Solitaire Game
248490,Variable Player Powers
248490,Worker Placement
248490,Cooperative Game
248496,Set Collection
248584,Pattern Recognition
248584,Team-Based Game
248702,Set Collection
248702,Roll / Spin and Move
248861,Solo / Solitaire Game
248861,Paper-and-Pencil
248861,Bingo
