id,mechanics
154825,Investment
154825,Commodity Speculation
154825,Variable Phase Order
154880,Hand Management
154880,Dice Rolling
154880,Acting
154892,Pattern Recognition
154892,Real-Time
154906,Action Points
154906,Contracts
154906,Hand Management
154906,Income
154906,Layering
154906,Modular Board
155068,Action Retrieval
155068,Dice Rolling
155068,Grid Movement
155068,Line of Sight
155068,Modular Board
155068,Scenario / Mission / Campaign Game
155157,Hand Management
155157,Take That
155173,Closed Drafting
155173,Hexagon Grid
155173,Network and Route Building
155173,Grid Coverage
155173,Dice Rolling
155173,Tile Placement
155255,Area Movement
155255,Hand Management
155255,Simulation
155255,Area Majority / Influence
155322,Flicking
155362,Variable Player Powers
155362,Take That
155362,Open Drafting
155362,Player Elimination
155362,Simultaneous Action Selection
155426,Hidden Victory Points
155426,End Game Bonuses
155426,Set Collection
155426,Pattern Building
155426,Increase Value of Unchosen Resources
155426,"I Cut, You Choose"
155463,"Deck, Bag, and Pool Building"
155624,Hidden Movement
155624,Movement Points
155624,Once-Per-Game Abilities
155624,Secret Unit Deployment
155624,Dice Rolling
155624,Grid Movement
155693,Hand Management
155695,Take That
155695,Set Collection
155695,Re-rolling and Locking
155695,Dice Rolling
155695,Push Your Luck
155703,Simulation
155703,Simultaneous Action Selection
155703,Push Your Luck
155703,Take That
155703,Action Points
155703,Hand Management
155708,Chit-Pull System
155708,Campaign / Battle Card Driven
155708,Area Majority / Influence
155708,Action Points
155708,Cooperative Game
155708,Solo / Solitaire Game
155821,Area Majority / Influence
155821,Interrupts
155821,Hand Management
155821,Area Movement
155821,Campaign / Battle Card Driven
155821,Closed Drafting
155873,Auction: Turn Order Until Pass
155873,Turn Order: Stat-Based
155873,Network and Route Building
155873,Catch the Leader
155873,Income
155873,Market
155969,Variable Set-up
155969,Worker Placement
155969,Variable Player Powers
155969,Ownership
155969,Market
155969,Set Collection
155987,Auction/Bidding
155987,Open Drafting
155987,Hand Management
155987,Memory
155987,Push Your Luck
155987,Set Collection
156009,Events
156009,Push Your Luck
156009,Market
156009,Open Drafting
156009,Move Through Deck
156009,Contracts
156091,Force Commitment
156091,Dice Rolling
156091,Modular Board
156091,Area Majority / Influence
156091,Events
156091,Action Points
156129,Storytelling
156129,Deduction
156129,Events
156129,Hidden Roles
156129,Communication Limits
156129,Finale Ending
156138,Simultaneous Action Selection
156180,Simultaneous Action Selection
156180,Hand Management
156180,Auction/Bidding
156336,Cooperative Game
156336,Hand Management
156336,Move Through Deck
156336,Open Drafting
156336,Set Collection
156336,Solo / Solitaire Game
156372,Hand Management
156372,Open Drafting
156372,Variable Player Powers
156372,"Deck, Bag, and Pool Building"
156373,Auction/Bidding
156373,Ladder Climbing
156373,Hand Management
156373,Team-Based Game
156442,Pick-up and Deliver
156442,Worker Placement
156443,Cooperative Game
156443,Modular Board
156461,Dice Rolling
156461,Role Playing
156496,Grid Movement
156496,Cooperative Game
156496,Hexagon Grid
156496,Area Majority / Influence
156496,Modular Board
156496,Point to Point Movement
156546,Acting
156546,Communication Limits
156546,Singing
156546,Role Playing
156546,Open Drafting
156546,Team-Based Game
156566,Area Majority / Influence
156566,Point to Point Movement
156566,Programmed Movement
156566,Action Queue
156566,Simultaneous Action Selection
156566,Pick-up and Deliver
156689,Cooperative Game
156689,"Deck, Bag, and Pool Building"
156689,Semi-Cooperative Game
156714,Area Majority / Influence
156714,Betting and Bluffing
156714,Hand Management
156714,Variable Player Powers
156776,Area-Impulse
156776,Area Majority / Influence
156776,Hand Management
156776,Simultaneous Action Selection
156776,Variable Player Powers
156858,Die Icon Resolution
156858,Hand Management
156858,Dice Rolling
156858,Cooperative Game
156858,Action Points
156858,Pick-up and Deliver
156943,Open Drafting
156943,Set Collection
156943,Income
157026,"Deck, Bag, and Pool Building"
157026,Hand Management
157026,Open Drafting
157354,Constrained Bidding
157354,Hidden Victory Points
157354,Mancala
157354,Modular Board
157354,Auction/Bidding
157354,End Game Bonuses
157403,Area Movement
157403,Variable Player Powers
157403,Grid Movement
157403,Hand Management
157403,Pick-up and Deliver
157403,Take That
157413,Worker Placement
157526,Auction: Sealed Bid
157526,Hand Management
157526,Memory
157526,Tile Placement
157526,Set Collection
157526,Open Drafting
157653,Simulation
157653,Dice Rolling
157653,Campaign / Battle Card Driven
157653,Point to Point Movement
157789,Area Majority / Influence
157789,Hand Management
157789,Tags
157809,Push Your Luck
157809,Re-rolling and Locking
157809,Events
157809,Dice Rolling
157809,Turn Order: Stat-Based
157809,Variable Set-up
157815,Open Drafting
157815,Simultaneous Action Selection
157917,Action Points
157917,Action Queue
157917,Area Majority / Influence
157917,Variable Phase Order
157917,Worker Placement
157917,Variable Player Powers
157958,Push Your Luck
157958,Player Elimination
157958,Dice Rolling
157958,Open Drafting
157958,Area Movement
157958,Network and Route Building
157969,Betting and Bluffing
157969,Open Drafting
157969,Role Playing
157969,Hand Management
157969,Negotiation
157969,Bribery
158100,Pattern Building
158243,Dice Rolling
158243,Betting and Bluffing
158243,Push Your Luck
158256,Unknown
158268,Hand Management
158339,Hand Management
158339,Memory
158339,Player Elimination
158340,Player Elimination
158340,Memory
158340,Hand Management
158392,Storytelling
158392,Player Elimination
158392,Open Drafting
158392,Team-Based Game
158392,Role Playing
158435,Tug of War
158435,Hand Management
158435,Worker Placement
158435,Area Majority / Influence
158435,Variable Player Powers
158445,Network and Route Building
158445,Pick-up and Deliver
158445,Hexagon Grid
158600,Area Majority / Influence
158600,Hand Management
158600,Race
158600,Force Commitment
158600,"I Cut, You Choose"
158742,Set Collection
158742,Open Drafting
158882,Solo / Solitaire Game
158882,Hand Management
158889,Hand Management
158889,Dice Rolling
158889,Grid Movement
158889,Variable Player Powers
158899,Turn Order: Progressive
158899,Hand Management
158899,Take That
158899,Programmed Movement
158899,Memory
158899,Action Queue
158900,Variable Player Powers
158900,Push Your Luck
158900,Cooperative Game
158915,Auction: Once Around
158915,Auction/Bidding
158915,Set Collection
158915,Open Drafting
158915,Hand Management
158915,Selection Order Bid
158971,Hand Management
159109,Open Drafting
159109,Variable Player Powers
159109,"Deck, Bag, and Pool Building"
159109,Cooperative Game
159355,Pattern Building
159355,Set Collection
159355,Hand Management
159355,Open Drafting
159406,Area Majority / Influence
159406,Modular Board
159455,Betting and Bluffing
159455,Push Your Luck
159469,Deck Construction
159469,Player Elimination
159473,Area Majority / Influence
159473,Campaign / Battle Card Driven
159473,Hand Management
159473,Team-Based Game
159492,Pattern Recognition
159492,Pattern Building
159492,Auction: Turn Order Until Pass
159492,Area Majority / Influence
159492,Auction/Bidding
159492,Grid Coverage
159503,Cooperative Game
159503,Variable Player Powers
159503,Area Movement
159503,Hand Management
159503,Action Points
159503,Open Drafting
159504,Grid Movement
159504,Modular Board
159504,Action Points
159504,Dice Rolling
159504,Events
159504,Cooperative Game
159508,Area Majority / Influence
159508,Once-Per-Game Abilities
159508,End Game Bonuses
159508,Modular Board
159508,Area Movement
159508,Income
159536,Memory
159566,Roll / Spin and Move
159566,Dice Rolling
159575,Role Playing
159575,Memory
159575,Variable Player Powers
159575,Player Elimination
159581,Ladder Climbing
159675,Turn Order: Claim Action
159675,Solo / Solitaire Game
159675,Set Collection
159675,Income
159675,Automatic Resource Growth
159675,Highest-Lowest Scoring
159692,Simulation
159692,Solo / Solitaire Game
159692,Open Drafting
159692,Point to Point Movement
159692,Dice Rolling
159692,Chit-Pull System
160010,Variable Phase Order
160010,Action Points
160010,Team-Based Game
160010,Player Elimination
160010,Area Movement
160010,Dice Rolling
160018,Variable Player Powers
160018,Hand Management
160018,Area Majority / Influence
160018,Take That
160409,Voting
160418,Square Grid
160418,Grid Movement
160418,Movement Points
160418,Simulation
160418,Dice Rolling
160477,Pattern Movement
160477,Static Capture
160477,Grid Movement
160477,Hand Management
160477,Square Grid
160495,Hand Management
160495,Area Majority / Influence
160499,Push Your Luck
160499,Dice Rolling
160499,Die Icon Resolution
160499,King of the Hill
160499,Open Drafting
160499,Player Elimination
160610,Set Collection
160610,Area Movement
160610,Dice Rolling
160610,Cooperative Game
160610,Action Points
160610,Pick-up and Deliver
160851,Hand Management
160851,Pattern Building
160851,Set Collection
160851,Tile Placement
160958,"Deck, Bag, and Pool Building"
160964,Card Play Conflict Resolution
160964,"Deck, Bag, and Pool Building"
160964,Hand Management
160964,Variable Player Powers
161138,Push Your Luck
161138,Variable Player Powers
161138,Take That
161226,Set Collection
161226,Open Drafting
161226,Loans
161226,Action Points
161417,Hand Management
161417,Set Collection
161417,Player Elimination
161417,Score-and-Reset Game
161533,Hand Management
161533,Area Majority / Influence
161533,Open Drafting
161533,Solo / Solitaire Game
161533,Tile Placement
161547,Unknown
161614,Market
161614,Investment
161614,Auction: Fixed Placement
161614,Constrained Bidding
161614,Commodity Speculation
161614,Auction/Bidding
161761,Dice Rolling
161761,Take That
161762,Set Collection
161762,Push Your Luck
161773,Cooperative Game
161773,Dice Rolling
161866,Action Points
161866,Team-Based Game
161866,Hand Management
161866,Dice Rolling
161866,Modular Board
161866,Cooperative Game
161880,Storytelling
161880,Role Playing
161880,Open Drafting
161880,Drawing
161882,Income
161882,Random Production
161882,Investment
161882,Network and Route Building
161882,Auction/Bidding
161882,Hexagon Grid
161936,Legacy Game
161936,Cooperative Game
161936,Action Points
161936,Scenario / Mission / Campaign Game
161936,Point to Point Movement
161936,Hand Management
161970,Hand Management
161970,Constrained Bidding
161970,End Game Bonuses
161970,Events
161970,Deduction
161970,Action Drafting
162007,Closed Drafting
162007,Resource to Move
162007,Race
162007,Dice Rolling
162007,Simultaneous Action Selection
162007,Modular Board
162009,Grid Movement
162009,Simulation
162009,Hexagon Grid
162009,Scenario / Mission / Campaign Game
162009,Movement Points
162009,Dice Rolling
162082,Hand Management
162082,Modular Board
162082,End Game Bonuses
162082,Area Majority / Influence
162082,Grid Movement
162082,Hexagon Grid
162114,Set Collection
162114,Open Drafting
162191,Pattern Recognition
162286,Tile Placement
162286,Delayed Purchase
162286,"Deck, Bag, and Pool Building"
162286,Variable Player Powers
162286,Hand Management
162286,Set Collection
162315,Grid Movement
162378,Hand Management
162886,Hand Management
162886,Cooperative Game
162886,Campaign / Battle Card Driven
162886,Automatic Resource Growth
162886,Area Majority / Influence
162886,Action Retrieval
163056,Hand Management
163056,Set Collection
163056,Pattern Building
163068,Tile Placement
163068,Simultaneous Action Selection
163068,Dice Rolling
163068,Action Queue
163068,Catch the Leader
163068,Action Points
163154,Campaign / Battle Card Driven
163154,Dice Rolling
163154,Events
163154,Area Majority / Influence
163154,Movement Points
163154,Area Movement
163166,Variable Player Powers
163166,Voting
163166,Traitor Game
163166,Roles with Asymmetric Information
163166,Role Playing
163166,Hidden Roles
163170,Dice Rolling
163170,Push Your Luck
163370,Tile Placement
163370,Area Majority / Influence
163412,Square Grid
163412,Grid Coverage
163412,Income
163412,Open Drafting
163412,Tile Placement
163412,Rondel
163413,End Game Bonuses
163413,Rondel
163413,Tile Placement
163413,Track Movement
163474,Campaign / Battle Card Driven
163474,Action Points
163474,Line of Sight
163474,Dice Rolling
163474,Area Movement
163474,Cooperative Game
163602,Real-Time
163602,Hand Management
163602,Push Your Luck
163602,Cooperative Game
163602,Variable Player Powers
163602,Dice Rolling
163640,Hand Management
163640,"Deck, Bag, and Pool Building"
163640,Action Retrieval
163640,Open Drafting
163642,Turn Order: Claim Action
163642,"Worker Placement, Different Worker Types"
163642,Worker Placement
163642,Variable Player Powers
163642,Tile Placement
163745,Movement Template
163745,Line of Sight
163745,Dice Rolling
163745,Simulation
163745,Critical Hits and Failures
163745,Action Queue
163805,"Deck, Bag, and Pool Building"
163805,Modular Board
163805,Action Retrieval
163839,Action Queue
163839,Area Majority / Influence
163839,Hand Management
163839,Simultaneous Action Selection
163841,Network and Route Building
163841,Stock Holding
163841,Tile Placement
163920,Memory
163920,Area Majority / Influence
163920,Set Collection
163920,Hand Management
163920,Modular Board
163920,Open Drafting
163929,Unknown
163930,Push Your Luck
163930,Roles with Asymmetric Information
163930,Memory
163967,Re-rolling and Locking
163967,Open Drafting
163967,Follow
163967,End Game Bonuses
163967,Dice Rolling
163967,Contracts
163968,Open Drafting
163968,Set Collection
163968,Take That
163968,Variable Set-up
163968,Turn Order: Claim Action
164153,Dice Rolling
164153,Grid Movement
164153,Die Icon Resolution
164153,Role Playing
164153,Modular Board
164153,Line of Sight
164158,Hand Management
164158,Cooperative Game
164159,Open Drafting
164159,Pick-up and Deliver
164159,Modular Board
164265,Cooperative Game
164265,Memory
164265,Storytelling
164265,Communication Limits
164338,Area Majority / Influence
164338,End Game Bonuses
164338,Modular Board
164338,Action Points
164338,Square Grid
164338,Open Drafting
164506,Constrained Bidding
164506,Auction/Bidding
164506,Push Your Luck
164506,Dice Rolling
164698,Auction/Bidding
164698,Tile Placement
164812,Dice Rolling
164812,Push Your Luck
164840,Hand Management
164840,Take That
164840,Set Collection
164917,Tile Placement
164928,End Game Bonuses
164928,Point to Point Movement
164928,Simultaneous Action Selection
164928,"Deck, Bag, and Pool Building"
164928,Contracts
164928,Events
164949,Area Movement
164949,Hand Management
164949,Dice Rolling
164949,"Deck, Bag, and Pool Building"
164949,Action Points
164949,Campaign / Battle Card Driven
165401,Simulation
165401,Tug of War
165401,Action/Event
165401,Open Drafting
165551,Unknown
165556,Closed Economy Auction
165556,Auction/Bidding
165556,Connections
165556,Turn Order: Auction
165556,Auction: Sealed Bid
165563,Bribery
165563,Hand Management
165595,Flicking
165628,Acting
165628,Line Drawing
165628,Singing
165628,Team-Based Game
165662,Hand Management
165662,Memory
165662,Pattern Building
165662,Simultaneous Action Selection
165662,Grid Movement
165722,Real-Time
165722,Score-and-Reset Game
165872,Solo / Solitaire Game
165872,Simulation
165872,Dice Rolling
165872,Variable Phase Order
165872,Area Majority / Influence
165872,Variable Player Powers
165948,Hand Management
165948,Area Majority / Influence
165948,Worker Placement
165948,Variable Phase Order
165950,Take That
165950,Action Queue
165950,Hand Management
165967,Hexagon Grid
165967,Grid Movement
165967,Variable Phase Order
165967,Simulation
165967,Dice Rolling
165967,Campaign / Battle Card Driven
165986,Open Drafting
165986,Set Collection
165986,Area Majority / Influence
166107,Set Collection
166107,Hand Management
166158,Storytelling
166158,Set Collection
166158,Hand Management
166226,Set Collection
166226,Pattern Building
166226,Open Drafting
166226,Area Majority / Influence
166226,Modular Board
166286,Simultaneous Action Selection
166286,Variable Player Powers
166286,Push Your Luck
166286,Dice Rolling
166286,Solo / Solitaire Game
166317,Dice Rolling
166317,Set Collection
166317,Simulation
166384,Acting
166384,Communication Limits
166384,Memory
166384,Role Playing
166384,Roles with Asymmetric Information
166384,Targeted Clues
166571,Multi-Use Cards
166571,Modular Board
166571,Network and Route Building
166571,"Deck, Bag, and Pool Building"
166571,Auction/Bidding
166571,Hand Management
166633,Pattern Building
166669,Action Drafting
166669,Follow
166669,Hand Management
166669,Set Collection
166669,Multi-Use Cards
166669,Variable Phase Order
166857,Area Majority / Influence
166857,Area Movement
166857,Tech Trees / Tech Tracks
166857,Advantage Token
166857,Rondel
167270,Area Majority / Influence
167270,Grid Coverage
167270,Tile Placement
167270,Square Grid
167292,Physical Removal
167298,Closed Drafting
167298,Push Your Luck
167298,Tile Placement
167298,Take That
167355,Dice Rolling
167355,Interrupts
167355,Hand Management
167355,Hidden Roles
167355,Cooperative Game
167355,Campaign / Battle Card Driven
167400,Hand Management
167400,Die Icon Resolution
167400,Interrupts
167400,Dice Rolling
167400,Deck Construction
167400,Closed Drafting
167513,Modular Board
167513,Area Majority / Influence
167513,Area Movement
167604,Unknown
167791,Closed Drafting
167791,End Game Bonuses
167791,Hand Management
167791,Enclosure
167791,Hexagon Grid
167791,Contracts
167850,Push Your Luck
167850,Dice Rolling
168054,Take That
168054,"Deck, Bag, and Pool Building"
168054,Set Collection
168054,Hand Management
168215,Network and Route Building
168215,Hand Management
168274,Cooperative Game
168274,Variable Player Powers
168274,"Deck, Bag, and Pool Building"
168274,Modular Board
168274,Hand Management
168435,Closed Drafting
168435,Neighbor Scope
168435,Set Collection
168435,Simultaneous Action Selection
168435,Solo / Solitaire Game
168435,Highest-Lowest Scoring
168446,Tile Placement
168446,Set Collection
168584,Player Elimination
168584,Hand Management
168609,Worker Placement
168609,Set Collection
168609,Open Drafting
168609,Dice Rolling
168609,Area Majority / Influence
168609,Action Points
168679,Push Your Luck
168679,Sudden Death Ending
168679,"Deck, Bag, and Pool Building"
168681,Roles with Asymmetric Information
168681,Memory
168681,Communication Limits
168681,Cooperative Game
168681,Deduction
168681,Hand Management
168917,Area Majority / Influence
168917,Hand Management
168917,Variable Player Powers
169124,Pick-up and Deliver
169124,Team-Based Game
169124,Flicking
169147,Variable Player Powers
169147,Set Collection
169147,Commodity Speculation
169147,Hand Management
169255,Take That
169255,Alliances
169255,Hand Management
169255,Open Drafting
169255,Race
169255,Simultaneous Action Selection
169274,Hand Management
169274,Multi-Use Cards
169274,Variable Player Powers
169318,Secret Unit Deployment
169318,Area Majority / Influence
169318,"Deck, Bag, and Pool Building"
169318,Modular Board
169341,Hand Management
169341,Simultaneous Action Selection
169341,Set Collection
169416,"Deck, Bag, and Pool Building"
169416,Cooperative Game
169416,Hand Management
169416,Move Through Deck
169416,Role Playing
169416,Dice Rolling
169426,Set Collection
169426,Open Drafting
169426,Variable Player Powers
169426,Dice Rolling
169426,Role Playing
169427,Dice Rolling
169427,Cooperative Game
169427,Modular Board
169427,Hand Management
169427,Grid Movement
169427,Action Points
169436,Unknown
169475,Worker Placement
169475,Dice Rolling
169611,Player Elimination
169611,Hand Management
169649,Highest-Lowest Scoring
169649,Tile Placement
169649,Take That
169654,Roll / Spin and Move
169654,Push Your Luck
169654,Pick-up and Deliver
169786,Force Commitment
169786,End Game Bonuses
169786,Contracts
169786,Card Play Conflict Resolution
169786,Area Majority / Influence
169786,Grid Movement
169794,Variable Set-up
169794,Worker Placement
169794,End Game Bonuses
169794,Turn Order: Stat-Based
169794,Action Points
170042,Dice Rolling
170042,Contracts
170042,"Worker Placement, Different Worker Types"
170042,Worker Placement
170042,Hand Management
170216,Closed Drafting
170216,Card Play Conflict Resolution
170216,Area Movement
170216,Hand Management
170216,Area Majority / Influence
170216,Action Points
170416,Grid Movement
170416,Hand Management
170416,Modular Board
170416,Line of Sight
170416,Dice Rolling
170416,Action Points
170561,Dice Rolling
170561,Open Drafting
170561,Random Production
170561,Variable Set-up
170587,Traitor Game
170587,Team-Based Game
170604,Dice Rolling
170604,Action Points
170604,Area Majority / Influence
170604,Hand Management
170604,Cooperative Game
170604,"Deck, Bag, and Pool Building"
170624,Variable Player Powers
170624,Grid Movement
170624,Hexagon Grid
170624,Mancala
170771,Role Playing
170771,Action Points
170771,Cooperative Game
170771,Modular Board
170771,Area Movement
170771,Dice Rolling
170969,Take That
170969,Memory
171011,Re-rolling and Locking
171011,Dice Rolling
171011,"Deck, Bag, and Pool Building"
171129,Race
171129,Three Dimensional Movement
171129,Roll / Spin and Move
171131,Hidden Movement
171131,Secret Unit Deployment
171131,Role Playing
171131,Real-Time
171131,Line Drawing
171131,Grid Movement
171233,Player Elimination
171233,Hand Management
171233,Cooperative Game
171233,Variable Player Powers
171233,"Deck, Bag, and Pool Building"
171273,Open Drafting
171273,Elapsed Real Time Ending
171273,Cooperative Game
171273,Die Icon Resolution
171273,Pattern Building
171273,Dice Rolling
171419,Trading
171419,Hand Management
171431,Set Collection
171431,Solo / Solitaire Game
171431,Pattern Recognition
171431,Area Majority / Influence
171489,Set Collection
171489,Hand Management
171499,Area Majority / Influence
171499,Tile Placement
171499,Hand Management
171499,Map Addition
171541,Action Queue
171541,Pattern Building
171623,Point to Point Movement
171623,Dice Rolling
171623,Variable Player Powers
171623,Resource to Move
171623,Turn Order: Claim Action
171623,Contracts
171626,Roll / Spin and Move
171630,Network and Route Building
171630,Tile Placement
171630,Variable Player Powers
171630,Modular Board
171630,Race
171630,Grid Movement
171662,Auction/Bidding
171662,Events
171662,Dice Rolling
171662,Negotiation
171662,Simulation
171662,Worker Placement
171668,Cooperative Game
171668,Move Through Deck
171668,Communication Limits
171668,Hand Management
171668,Variable Player Powers
171668,Push Your Luck
171669,Set Collection
171669,Dice Rolling
171669,"Deck, Bag, and Pool Building"
171669,Contracts
171669,Worker Placement
171669,Worker Placement with Dice Workers
171672,Hand Management
171672,Tug of War
171672,Simultaneous Action Selection
171672,Take That
171721,Tile Placement
171721,Layering
171721,Set Collection
171721,Solo / Solitaire Game
171726,Grid Movement
171726,Solo / Solitaire Game
171726,Variable Player Powers
171726,Cooperative Game
171726,Dice Rolling
171879,Rondel
171879,Set Collection
171879,Worker Placement
171879,Turn Order: Time Track
171890,Tile Placement
171890,Closed Drafting
171890,Simultaneous Action Selection
171890,Pattern Building
171890,Open Drafting
171950,Acting
171950,Pattern Recognition
172033,Player Elimination
172033,Point to Point Movement
172047,Interrupts
172047,Area Movement
172047,Dice Rolling
172047,Area Majority / Influence
172047,Team-Based Game
172047,Modular Board
172073,Memory
172073,Hand Management
172081,Modular Board
172081,Map Addition
172081,Dice Rolling
172081,Grid Movement
172081,Action Points
172081,Cooperative Game
172155,Hand Management
172155,"Deck, Bag, and Pool Building"
172155,Open Drafting
172207,Hand Management
172207,Player Elimination
172220,Dice Rolling
172220,Grid Movement
172220,Role Playing
172220,Solo / Solitaire Game
172220,Cooperative Game
172220,Modular Board
172225,Hand Management
172225,Hot Potato
172225,Take That
172225,Set Collection
172225,Player Elimination
172225,Push Your Luck
172235,Player Elimination
172237,Matching
172237,Take That
172237,Hand Management
172237,Lose a Turn
172242,Hand Management
172242,Take That
172242,Push Your Luck
172242,Player Elimination
172242,Set Collection
172287,Variable Player Powers
172287,Worker Placement
172287,Set Collection
172287,Dice Rolling
172307,Roll / Spin and Move
172307,Simulation
172308,Pick-up and Deliver
172308,Set Collection
172308,Area Movement
172308,Follow
172308,Hand Management
172308,Simultaneous Action Selection
172309,Trick-taking
172310,Roll / Spin and Move
172385,Area Movement
172385,Area Majority / Influence
172385,Rondel
172385,Set Collection
172385,Open Drafting
172386,Area Majority / Influence
172386,Hand Management
172386,Investment
172386,Action Queue
172386,"Deck, Bag, and Pool Building"
172386,Open Drafting
172507,Cooperative Game
172507,Push Your Luck
172507,Dice Rolling
172542,Dice Rolling
172546,Action Points
172546,Dice Rolling
172546,Open Drafting
172546,Set Collection
172547,Set Collection
172547,Point to Point Movement
172547,Rondel
172547,Worker Placement
172550,Unknown
172818,Narrative Choice / Paragraph
172818,Action Points
172818,Storytelling
172818,Trading
172818,Dice Rolling
172818,Set Collection
172837,Betting and Bluffing
172837,Dice Rolling
172837,Player Elimination
172837,Push Your Luck
172881,Set Collection
172881,Take That
172881,Push Your Luck
172931,Memory
172931,Die Icon Resolution
172931,Deduction
172931,Dice Rolling
172931,Cooperative Game
172931,Grid Movement
172933,Push Your Luck
172933,Hand Management
172933,Dice Rolling
172933,Set Collection
172971,Set Collection
172971,Simultaneous Action Selection
172996,Communication Limits
172996,Area Majority / Influence
172996,Hand Management
172996,Map Reduction
172996,Team-Based Game
172996,Campaign / Battle Card Driven
173047,Set Collection
173047,Hand Management
173047,Take That
173047,Closed Drafting
173064,Resource to Move
173064,Simulation
173064,Pick-up and Deliver
173064,Push Your Luck
173064,Point to Point Movement
173090,Hand Management
173090,Solo / Solitaire Game
173090,Communication Limits
173090,Cooperative Game
173092,Line Drawing
173096,Cooperative Game
173096,Scenario / Mission / Campaign Game
173096,Action Queue
173096,Action Timer
173096,Worker Placement
173101,Point to Point Movement
173101,Network and Route Building
173101,Hand Management
173105,Campaign / Battle Card Driven
173105,Hexagon Grid
173105,Simulation
173105,Dice Rolling
173115,Modular Board
173115,Variable Player Powers
173115,Set Collection
173115,Open Drafting
173156,Simultaneous Action Selection
173156,Betting and Bluffing
173275,Dice Rolling
173275,Cooperative Game
173275,Grid Movement
173341,Player Elimination
173346,Income
173346,Market
173346,Layering
173346,Multi-Use Cards
173346,End Game Bonuses
173346,Modular Board
173389,Hand Management
173441,Simultaneous Action Selection
173441,Player Judge
173441,Hand Management
173442,Variable Player Powers
173442,Worker Placement
173442,Set Collection
173442,"Worker Placement, Different Worker Types"
173442,Area Majority / Influence
173536,Deck Construction
173536,Dice Rolling
173536,Action Points
173536,Campaign / Battle Card Driven
173536,Variable Phase Order
173536,Grid Movement
173755,Network and Route Building
173755,Area Movement
173755,Tile Placement
173755,Solo / Solitaire Game
173761,Paper-and-Pencil
173761,Line Drawing
174065,Auction/Bidding
174065,Hand Management
174065,Set Collection
174078,Worker Placement
174078,Set Collection
174078,Open Drafting
174078,Hand Management
174219,Communication Limits
174219,Acting
174219,Team-Based Game
174219,Memory
174231,Commodity Speculation
174231,Worker Placement
174231,Hand Management
174231,Dice Rolling
174430,Card Play Conflict Resolution
174430,Communication Limits
174430,Action Retrieval
174430,Cooperative Game
174430,Action Queue
174430,Campaign / Battle Card Driven
174476,Player Elimination
174476,Memory
174476,Secret Unit Deployment
174476,Action Queue
174476,Modular Board
174524,Action Points
174524,Open Drafting
174524,Tile Placement
174570,Player Elimination
174570,Open Drafting
174570,"Deck, Bag, and Pool Building"
174570,Cooperative Game
174660,Once-Per-Game Abilities
174660,Area Majority / Influence
174660,Open Drafting
174660,Tile Placement
174744,Network and Route Building
174744,Push Your Luck
174744,Stock Holding
174744,Auction/Bidding
174785,Area Movement
174785,Dice Rolling
174785,Set Collection
174785,Trading
174785,Variable Player Powers
174805,Grid Movement
174805,Hand Management
174805,Modular Board
174805,Point to Point Movement
174805,Cooperative Game
174805,Area Movement
174837,Movement Points
174837,Cooperative Game
174837,Area Movement
174837,Network and Route Building
174837,Ownership
174837,Action Points
174973,Auction/Bidding
174973,Player Elimination
174973,Hand Management
174973,Take That
174975,Trick-taking
175023,Take That
175023,Player Elimination
175095,Point to Point Movement
175095,Action Points
175095,Campaign / Battle Card Driven
175095,Move Through Deck
175095,Dice Rolling
175095,Cooperative Game
175117,Betting and Bluffing
175117,Dice Rolling
175117,Hidden Victory Points
175117,Push Your Luck
175155,Dice Rolling
175155,Hand Management
175155,"Deck, Bag, and Pool Building"
175155,Card Play Conflict Resolution
175155,Area Movement
175155,Area Majority / Influence
175199,Multi-Use Cards
175199,Hand Management
175199,Follow
175199,Variable Phase Order
175199,Team-Based Game
175199,Set Collection
175223,Solo / Solitaire Game
175223,Open Drafting
175223,"Deck, Bag, and Pool Building"
175223,Hand Management
175223,Set Collection
175254,Scenario / Mission / Campaign Game
175254,Dice Rolling
175254,"Deck, Bag, and Pool Building"
175254,Cooperative Game
175254,Hand Management
175254,Role Playing
175293,Open Drafting
175293,Set Collection
175307,Player Elimination
175307,Hand Management
175324,Simultaneous Action Selection
175324,Simulation
175324,Semi-Cooperative Game
175324,Role Playing
175324,Hand Management
175324,Communication Limits
175360,Variable Player Powers
175360,Simulation
175360,Dice Rolling
175496,Cooperative Game
175496,Grid Movement
175496,Dice Rolling
175497,Memory
175497,Roll / Spin and Move
175497,Cooperative Game
175549,Hidden Roles
175549,Voting
175549,Traitor Game
175549,Hand Management
175549,Player Elimination
175621,Hand Management
175621,Deck Construction
175621,Closed Drafting
175621,Take That
175636,Dice Rolling
175636,Push Your Luck
175636,Hand Management
175636,Simultaneous Action Selection
175636,Cooperative Game
175640,Worker Placement
175640,Area Majority / Influence
175640,Variable Phase Order
175695,Pattern Building
175695,Open Drafting
175695,Market
175695,Income
175695,End Game Bonuses
175695,Contracts
175739,Betting and Bluffing
175739,Roll / Spin and Move
175739,Voting
175739,Simultaneous Action Selection
175755,Dice Rolling
175755,Take That
175861,Player Elimination
175914,Delayed Purchase
175914,Open Drafting
175914,Modular Board
175914,Market
175914,Income
175914,"Deck, Bag, and Pool Building"
175973,Modular Board
175973,Role Playing
175973,Trading
175973,Cooperative Game
175973,Kill Steal
175973,Grid Movement
176083,Auction/Bidding
