company_id
1523040
84834959
8812
26213418
37246962
2821922
1051903
20191
2939110
23585
1073
576229
72268976
255100
4764
10718
579461
18381353
17892386
29344218
2734480
207317
75472991
2674502
1544
67957121
1034886
10950962
1860
18671941
2597986
74450238
250774
5724
127309
""
14268
2508619
65755196
53166513
2763355
91157728
868912
79542135
81560920
71266583
9443815
341035
6391117
26487411
970369
5195
382801
2183582
71051490
2603382
737010
2183066
87209986
96157938
72659835
76038834
3179785
18745848
1955707
591543
2476854
1912
12515
67319493
5210953
502082
80092989
213036
8651
13040469
90945307
4972
37427350
67181269
3027810
1519079
2650412
13231
19073617
18175209
71018659
80287379
65531959
1816415
87156720
1259593
2744616
79757249
69893148
11847304
3166870
35661630
4536
1612
76154771
10214709
79069965
1363706
3603515
82014369
3291356
80303697
15210265
16268715
91642572
88164715
606830
70974
9703
83066228
2651970
18798822
15506
1033
2257692
5147
210628
44102
18463092
18687935
67508839
28502624
1347312
30592810
2981
52193634
33261879
5300
42129357
27092637
6631529
18572333
2003349
71852210
72501270
2726558
134818
11214684
4027709
13179
6132
2543415
2568396
9299257
13633982
55949
15080912
17886132
10185232
14052776
96024431
2663265
79754566
92727606
20105839
9187124
3321617
89608547
3735315
12622355
82078124
4292
80298254
11409829
10061699
67087404
132003
2468133
71555944
10059408
77009034
17923040
11519664
2954959
10174423
37445899
86622124
17995761
37035843
71901284
73816289
10283385
10415902
2331036
69258096
15240727
7000
527406
164820
2557605
70518331
72020279
28650531
10919448
80877551
84052937
486636
77177895
14045579
26615638
59303900
20667
74082162
317811
8368
3505832
10872584
78380614
164282
99883216
2861551
3315182
83111
14814623
27024232
709757
15098404
68808224
1856661
72146135
1035
42458976
590493
1461524
4827017
64512847
25880
3584149
3575324
3478446
18379406
31385173
1467
68211521
2980493
22306
6633450
95118347
3167747
11386225
6382192
2732998
30082
69234436
27970
1354108
149654
15097789
1945804
34615388
43297501
87378031
30636908
69169128
27235126
2206415
19201
15088128
18222724
919600
2539600
3880625
1306591
535248
74519607
18909164
33184724
35711038
6015668
13046874
16296383
167802
6858
45781
3134893
2023121
17345
2991516
28508773
1711267
91739172
2808006
700539
11347459
315535
18777659
11356811
18820784
3332370
17981653
2550498
402048
27023666
2687560
3034257
19023093
3297681
10519219
9740811
2772184
56009
34610806
15208347
2927256
10574
882217
42173714
1186869
9419572
1727708
64869573
5047
1769291
80570557
73404662
9262901
9339819
28437630
1594891
84909861
10193649
2274799
10358578
18394014
88886851
10882
3208824
111005
22803
79004377
2328084
3546034
72191069
3093048
27075088
42454117
65387816
264317
1271
18639365
17972108
5313453
23094025
18404788
18595314
1190371
11353
69272508
14063190
32636229
595282
782808
96198528
86970842
1135612
17962750
47223
17986943
2604
5008421
3028491
2381048
306049
15182232
37202629
1642669
313863
93113
11415539
9707
5370025
505772
56465476
10877849
3014
3113645
1328807
1301478
10512098
2429251
84289666
309542
2613134
1505032
3789255
57527
1545609
7761
12642350
1220789
10387626
878515
4991360
43243835
11408925
18132259
77583694
98723911
10234844
3128
43348065
96148266
665549
6404776
11448
36087421
18567439
846138
804566
3534
86043437
33208975
370074
10558539
443539
86907710
74004602
5393
4057
28985027
5814830
511543
492504
3275554
80745627
41396
35530123
12610764
81949587
3056912
85200
34226208
3683382
3131
1496887
1593
17936795
1780951
18057992
18195319
1355
65016635
5204
95720947
2063167
16282
10877408
73460472
1465867
2715494
2779209
34576421
3123706
3062840
30658343
3915
4849213
75743925
80481020
89876744
10428972
11194090
1366012
2644323
1375284
76987614
20112469
18165933
37413283
80108807
26182035
10598048
34218733
5050991
586240
82548005
312538
30129427
3134767
11867576
145208
10423812
5350158
21706275
1043
1570998
15179455
7515565
1714
1562735
27150232
13266434
10218413
163328
86267871
19047404
5348090
1892
10481375
81740452
18392788
3063796
3062153
1337125
1695877
2135003
1586478
6643482
10796700
954057
3013
3237134
27051044
3285627
7938426
results
69013044
3880861
43292305
92917818
10183363
24864
22344581
18811522
5337149
1238851
76426108
3107677
163967
577526
5596
11547066
3478815
76153007
53413060
10170027
6077
229786
5077245
6434374
27203640
11184830
93254693
34950066
82636856
672338
18823914
4974212
552310
86825968
13996987
40713951
90826525
365637
75159888
277424
28864260
2599
28495981
5240146
2014071
2915379
13703
78026167
12577073
18643566
72547901
75514651
33554241
2972342
1150695
10371656
835167
362052
3101348
2063182
2529193
7054
1664949
81403662
2236949
25049425
37572976
165903
10823787
2895405
11450493
18163273
478061
76985095
14052175
18125903
16194471
19010241
64670411
25031337
916664
18062661
2224
945036
33237721
1515938
65030122
19080198
